"","Region","Año","MI-RF","RF","MIa","MIb","MIc"
"364","Perú","X2001",173.72,0.8,174.52,174.52,174.52
"365","Perú","X2002",2706.89743088519,0.8,2707.69743088519,-180.925432877027,1718.54975870777
"366","Perú","X2003",2017.01049441406,0.5,2017.51049441406,2419.90045887767,1044.76199878739
"367","Perú","X2004",-2078.9107849723,0.2,-2078.7107849723,3516.61946059298,-1501.38510941508
"368","Perú","X2005",385.49,1.8,387.29,387.29,387.29
"369","Perú","X2006",435.23,2.7,437.93,437.93,437.93
"370","Perú","X2007",1744.8661555936,1.1,1745.9661555936,-743.93682507842,1121.46385139343
"371","Perú","X2008",878.56,1.5,880.06,880.06,880.06
"372","Perú","X2009",907.46,2.2,909.66,909.66,909.66
"373","Perú","X2010",843.99,3.1,847.09,847.09,847.09
"374","Perú","X2011",1063.48,5.4,1068.88,1068.88,1068.88
"375","Polonia","X2001",2634.58297355857,48,2682.58297355857,-1119.70675514865,-2356.90511034669
"376","Polonia","X2002",4023.78087770813,34,4057.78087770813,1526.0198120075,696.587390409124
"377","Polonia","X2003",2738.87328837102,28,2766.87328837102,45.2827934213362,707.903872001991
"378","Polonia","X2004",576.181845622867,30,606.181845622867,-257.70256649372,150.495019790693
"379","Polonia","X2005",1782.2,62,1844.2,1844.2,1844.2
"380","Polonia","X2006",2406.77,38,2444.77,2444.77,2444.77
"381","Polonia","X2007",552.063456610972,103,655.063456610972,77.3450718630422,-294.032495967423
"382","Polonia","X2008",2852.99,207,3059.99,3059.99,3059.99
"383","Polonia","X2009",2462.19,103,2565.19,2565.19,2565.19
"384","Polonia","X2010",2154.4,237,2391.4,2391.4,2391.4
"385","Polonia","X2011",2076.7,268,2344.7,2344.7,2344.7
"386","Portugal","X2001",1208.11,20.5,1228.61,1228.61,1228.61
"387","Portugal","X2002",923.22,23.3,946.52,946.52,946.52
"388","Portugal","X2003",615.98,29.5,645.48,645.48,645.48
"389","Portugal","X2004",810.34,27.4,837.74,837.74,837.74
"390","Portugal","X2005",869.48,46.4,915.88,915.88,915.88
"391","Portugal","X2006",1143.46,70.8,1214.26,1214.26,1214.26
"392","Portugal","X2007",1716.2,85,1801.2,1801.2,1801.2
"393","Portugal","X2008",1400.2,63.7,1463.9,1463.9,1463.9
"394","Portugal","X2009",1316.39,148.1,1464.49,1464.49,1464.49
"395","Portugal","X2010",1387.14,41,1428.14,1428.14,1428.14
"396","Portugal","X2011",1167.9,60.8,1228.7,1228.7,1228.7
"397","Reino Unido","X2001",7660.04,8167.3,15827.34,15827.34,15827.34
"398","Reino Unido","X2002",4752.24,8680.6,13432.84,13432.84,13432.84
"399","Reino Unido","X2003",-2085.42594293929,10100.1,8014.67405706071,12707.6219081354,10218.5101173925
"400","Reino Unido","X2004",1349.6292559676,11783.4,13133.0292559676,10195.4413520925,9382.43406285286
"401","Reino Unido","X2005",-2349.7286784285,13302.2,10952.4713215715,10213.3128239708,8210.74448002587
"402","Reino Unido","X2006",-1977.6995552308,14541.2,12563.5004447692,12638.4280582998,10433.7254477961
"403","Reino Unido","X2007",-3763.1683718615,16063.4,12300.2316281385,13309.0517119409,8214.40276746238
"404","Reino Unido","X2008",-4054.42,14751.6,10697.18,10697.18,10697.18
"405","Reino Unido","X2009",-4932.97,12928.3,7995.33,7995.33,7995.33
"406","Reino Unido","X2010",-8133.91,13821.7,5687.79,5687.79,5687.79
"407","Reino Unido","X2011",-2813.7864836215,14174.4,11360.6135163785,12674.0660132167,11547.3489193265
"408","Rep. Checa","X2001",1187.82,36.5,1224.32,1224.32,1224.32
"409","Rep. Checa","X2002",765.39,45.3,810.69,810.69,810.69
"410","Rep. Checa","X2003",1457.14,50.3,1507.44,1507.44,1507.44
"411","Rep. Checa","X2004",437.33,37.6,474.93,474.93,474.93
"412","Rep. Checa","X2005",533.56,39.8,573.36,573.36,573.36
"413","Rep. Checa","X2006",595.45,31.7,627.15,627.15,627.15
"414","Rep. Checa","X2007",760.06,35.9,795.96,795.96,795.96
"415","Rep. Checa","X2008",814.53,57,871.53,871.53,871.53
"416","Rep. Checa","X2009",664.15,98.9,763.05,763.05,763.05
"417","Rep. Checa","X2010",678.65,105.2,783.85,783.85,783.85
"418","Rep. Checa","X2011",708.69,107.2,815.89,815.89,815.89
"419","Rep. Dominicana","X2001",282.111968486817,6.0280315131828,288.14,288.14,288.14
"420","Rep. Dominicana","X2002",409.868371052114,11.341628947886,421.21,421.21,421.21
"421","Rep. Dominicana","X2003",263.12923839751,6.7607616024898,269.89,269.89,269.89
"422","Rep. Dominicana","X2004",233.459456521611,5.3305434783892,238.79,238.79,238.79
"423","Rep. Dominicana","X2005",245.993675618138,9.52632438186169,255.52,255.52,255.52
"424","Rep. Dominicana","X2006",329.722898831311,10.7771011686888,340.5,340.5,340.5
"425","Rep. Dominicana","X2007",-101.253352091293,263.843352091293,162.59,162.59,162.59
"426","Rep. Dominicana","X2008",272.506033828475,10.5639661715247,283.07,283.07,283.07
"427","Rep. Dominicana","X2009",187.150533452077,9.20946654792323,196.36,196.36,196.36
"428","Rep. Dominicana","X2010",84.904393417413,110.555606582587,195.46,195.46,195.46
"429","Rep. Dominicana","X2011",161.061689617226,138.998310382774,300.06,300.06,300.06
"430","Rusia","X2001",672,60.4,732.4,732.4,732.4
"431","Rusia","X2002",865.58,146.8,1012.38,1012.38,1012.38
"432","Rusia","X2003",3347.48083074725,173.7,3521.18083074725,3322.55344246203,5736.90293297643
"433","Rusia","X2004",1391.52814044807,227.5,1619.02814044807,2241.0010572106,4012.86840824733
"434","Rusia","X2005",3787.52080047357,260.2,4047.72080047357,5937.18069355499,6651.69072373603
"435","Rusia","X2006",6782.87057158042,299.3,7082.17057158042,7446.93224333646,8726.11324722445
"436","Rusia","X2007",11737.7,396.4,12134.1,12134.1,12134.1
"437","Rusia","X2008",8968.29,453.4,9421.69,9421.69,9421.69
"438","Rusia","X2009",4165.82,493.7,4659.52,4659.52,4659.52
"439","Rusia","X2010",5699.53,625.1,6324.63,6324.63,6324.63
"440","Rusia","X2011",7967.83,868.1,8835.93,8835.93,8835.93
"441","Sudáfrica","X2001",1372.23,21.5,1393.73,1393.73,1393.73
"442","Sudáfrica","X2002",692.55,19.5,712.05,712.05,712.05
"443","Sudáfrica","X2003",844.56,26.6,871.16,871.16,871.16
"444","Sudáfrica","X2004",-1510.27699459824,37.4,-1472.87699459824,-744.480810659933,2388.75122360398
"445","Sudáfrica","X2005",-2199.7533384706,45.3,-2154.4533384706,1329.56731048015,1856.79912041345
"446","Sudáfrica","X2006",-1036.05121249782,45.8,-990.251212497822,1983.8776504261,2731.69954642503
"447","Sudáfrica","X2007",1918.47,52.9,1971.37,1971.37,1971.37
"448","Sudáfrica","X2008",1909.38,53.7,1963.08,1963.08,1963.08
"449","Sudáfrica","X2009",1680.65,47.7,1728.35,1728.35,1728.35
"450","Sudáfrica","X2010",1758.86,59.2,1818.06,1818.06,1818.06
"451","Sudáfrica","X2011",719.821802482243,65.8,785.621802482243,3967.05417800825,1712.80420791578
"452","Suecia","X2001",-163.7,1645.4,1481.7,1481.7,1481.7
"453","Suecia","X2002",1518.56747310758,1647.7,3166.26747310758,1570.73168135386,3845.21849796052
"454","Suecia","X2003",-784.98,2236.9,1451.92,1451.92,1451.92
"455","Suecia","X2004",-1979.56,3556.7,1577.14,1577.14,1577.14
"456","Suecia","X2005",-2270.65,3452.5,1181.85,1181.85,1181.85
"457","Suecia","X2006",-2703.46,4085.3,1381.84,1381.84,1381.84
"458","Suecia","X2007",-3021.97,4604.8,1582.83,1582.83,1582.83
"459","Suecia","X2008",-3413.17,4883.2,1470.03,1470.03,1470.03
"460","Suecia","X2009",-3408.35,4597.4,1189.05,1189.05,1189.05
"461","Suecia","X2010",-4618.1,5592.3,974.2,974.2,974.2
"462","Suecia","X2011",-4339.59753578366,6323.2,1983.60246421634,240.809780870563,1437.0508753526
"463","Suiza","X2001",-1013.71449660406,2656.39449660406,1642.68,1642.68,1642.68
"464","Suiza","X2002",-1100.63590344213,2753.84590344213,1653.21,1653.21,1653.21
"465","Suiza","X2003",-976.43172224326,2556.43172224326,1580,1580,1580
"466","Suiza","X2004",-1799.46426118649,3460.75426118649,1661.29,1661.29,1661.29
"467","Suiza","X2005",-1398.61781393586,3028.90781393586,1630.29,1630.29,1630.29
"468","Suiza","X2006",2521.17163223757,2651.84836776243,5173.02,5173.02,5173.02
"469","Suiza","X2007",-1105.43961645363,3406.68961645363,2301.25,2301.25,2301.25
"470","Suiza","X2008",-1775.96409535996,3879.77409535996,2103.81,2103.81,2103.81
"471","Suiza","X2009",-1724.04962555262,3830.84962555262,2106.8,2106.8,2106.8
"472","Suiza","X2010",-1729.11602628267,3796.40602628267,2067.29,2067.29,2067.29
"473","Suiza","X2011",-1116.71373277533,3775.79373277533,2659.08,2659.08,2659.08
"474","Tailandia","X2001",1286.4,8.9,1295.3,1295.3,1295.3
"475","Tailandia","X2002",1505.64,7.4,1513.04,1513.04,1513.04
"476","Tailandia","X2003",393.38,7.5,400.88,400.88,400.88
"477","Tailandia","X2004",493.93,14.3,508.23,508.23,508.23
"478","Tailandia","X2005",640.11,16.8,656.91,656.91,656.91
"479","Tailandia","X2006",722.73,46.4,769.13,769.13,769.13
"480","Tailandia","X2007",909.77,54.1,963.87,963.87,963.87
"481","Tailandia","X2008",711.361843828416,100.8,812.161843828416,2305.75085596379,529.946604959921
"482","Tailandia","X2009",533.59,145.2,678.79,678.79,678.79
"483","Tailandia","X2010",582.35,153.1,735.45,735.45,735.45
"484","Tailandia","X2011",2130.53499378558,82.0489933822027,2212.58398716778,-1967.96756547454,1664.37521770819
"485","Turquía","X2001",297.823153460164,63.4868465398358,361.31,361.31,361.31
"486","Turquía","X2002",118.105630247497,80.1043697525034,198.21,198.21,198.21
"487","Turquía","X2003",-69.776545067128,299.616545067128,229.84,229.84,229.84
"488","Turquía","X2004",842.557277435869,172.682722564131,1015.24,1015.24,1015.24
"489","Turquía","X2005",1274.49354124388,111.016458756118,1385.51,1385.51,1385.51
"490","Turquía","X2006",1631.88053753691,119.019462463093,1750.9,1750.9,1750.9
"491","Turquía","X2007",1768.7122185804,133.177781419601,1901.89,1901.89,1901.89
"492","Turquía","X2008",2721.135643853,167.694356147002,2888.83,2888.83,2888.83
"493","Turquía","X2009",3946.91277449168,170.917225508321,4117.83,4117.83,4117.83
"494","Turquía","X2010",1982.03746100299,520.162538997012,2502.2,2502.2,2502.2
"495","Turquía","X2011",2248.96186925062,1094.71813074938,3343.68,3343.68,3343.68
"496","Venezuela","X2001",1019.3279430381,48.6520569618955,1067.98,1067.98,1067.98
"497","Venezuela","X2002",719.824277662567,29.2857223374326,749.11,749.11,749.11
"498","Venezuela","X2003",156.089772332982,76.7202276670177,232.81,232.81,232.81
"499","Venezuela","X2004",451.911114897266,52.0688851027336,503.98,503.98,503.98
"500","Venezuela","X2005",1357.87844903568,37.8915509643226,1395.77,1395.77,1395.77
"501","Venezuela","X2006",1132.90429473636,38.0857052636438,1170.99,1170.99,1170.99
"502","Venezuela","X2007",1638.39772762845,45.7222723715499,1684.12,1684.12,1684.12
"503","Venezuela","X2008",1359.53736095126,58.4826390487387,1418.02,1418.02,1418.02
"504","Venezuela","X2009",1482.43103481383,97.4389651861686,1579.87,1579.87,1579.87
"505","Venezuela","X2010",1390.13582380459,76.7141761954118,1466.85,1466.85,1466.85
"506","Venezuela","X2011",913.396870247977,148.963129752023,1062.36,1062.36,1062.36
