"","Region","Año","MI-RF","RF","MIa","MIb","MIc"
"439","Rusia","X2010",2174.9,625.1,2800,2800,2800
"440","Rusia","X2011",2824.70370257667,868.1,3692.80370257667,3692.80370257667,3692.80370257667
"441","Sudáfrica","X2001",290.5,21.5,312,312,312
"442","Sudáfrica","X2002",518.349096449716,19.5,537.849096449716,537.849096449716,537.849096449716
"443","Sudáfrica","X2003",276.4,26.6,303,303,303
"444","Sudáfrica","X2004",341.6,37.4,379,379,379
"445","Sudáfrica","X2005",316.7,45.3,362,362,362
"446","Sudáfrica","X2006",338.2,45.8,384,384,384
"447","Sudáfrica","X2007",343.1,52.9,396,396,396
"448","Sudáfrica","X2008",220.605812930064,53.7,274.305812930064,274.305812930064,274.305812930064
"449","Sudáfrica","X2009",828.943854400799,47.7,876.643854400799,876.643854400799,876.643854400799
"450","Sudáfrica","X2010",295.120955662935,59.2,354.320955662935,354.320955662935,354.320955662935
"451","Sudáfrica","X2011",388.406378982734,65.8,454.206378982734,454.206378982734,454.206378982734
"452","Suecia","X2001",3535.6,1645.4,5181,5181,5181
"453","Suecia","X2002",1587.18868866746,1647.7,3234.88868866746,3234.88868866746,3234.88868866746
"454","Suecia","X2003",3156.1,2236.9,5393,5393,5393
"455","Suecia","X2004",1877.3,3556.7,5434,5434,5434
"456","Suecia","X2005",2648.5,3452.5,6101,6101,6101
"457","Suecia","X2006",2044.7,4085.3,6130,6130,6130
"458","Suecia","X2007",374.2,4604.8,4979,4979,4979
"459","Suecia","X2008",336.8,4883.2,5220,5220,5220
"460","Suecia","X2009",420.6,4597.4,5018,5018,5018
"461","Suecia","X2010",-245.75509452226,5592.3,5346.54490547774,5346.54490547774,5346.54490547774
"462","Suecia","X2011",-736.766406742639,6323.2,5586.43359325736,5586.43359325736,5586.43359325736
"463","Suiza","X2001",448.60550339594,2656.39449660406,3105,3105,3105
"464","Suiza","X2002",280.15409655787,2753.84590344213,3034,3034,3034
"465","Suiza","X2003",758.56827775674,2556.43172224326,3315,3315,3315
"466","Suiza","X2004",-9.75426118649011,3460.75426118649,3451,3451,3451
"467","Suiza","X2005",429.09218606414,3028.90781393586,3458,3458,3458
"468","Suiza","X2006",542.15163223757,2651.84836776243,3194,3194,3194
"469","Suiza","X2007",-507.68961645363,3406.68961645363,2899,2899,2899
"470","Suiza","X2008",-559.77409535996,3879.77409535996,3320,3320,3320
"471","Suiza","X2009",-623.219399182,3830.84962555262,3207.63022637062,3207.63022637062,3207.63022637062
"472","Suiza","X2010",-368.40602628267,3796.40602628267,3428,3428,3428
"473","Suiza","X2011",-160.64744669941,3775.79373277533,3615.14628607592,3615.14628607592,3615.14628607592
"474","Tailandia","X2001",268.1,8.9,277,277,277
"475","Tailandia","X2002",185.593829137625,7.4,192.993829137625,192.993829137625,192.993829137625
"476","Tailandia","X2003",269.5,7.5,277,277,277
"477","Tailandia","X2004",447.029927003069,14.3,461.329927003069,461.329927003069,461.329927003069
"478","Tailandia","X2005",290.2,16.8,307,307,307
"479","Tailandia","X2006",273.499319316735,46.4,319.899319316735,319.899319316735,319.899319316735
"480","Tailandia","X2007",261.9,54.1,316,316,316
"481","Tailandia","X2008",177.580044579139,100.8,278.380044579139,278.380044579139,278.380044579139
"482","Tailandia","X2009",1040.01217486212,145.2,1185.21217486212,1185.21217486212,1185.21217486212
"483","Tailandia","X2010",494.352471862698,153.1,647.452471862698,647.452471862698,647.452471862698
"484","Tailandia","X2011",571.80887201767,82.0489933822027,653.857865399873,653.857865399873,653.857865399873
"485","Turquía","X2001",288.513153460164,63.4868465398358,352,352,352
"486","Turquía","X2002",286.895630247497,80.1043697525034,367,367,367
"487","Turquía","X2003",192.383454932872,299.616545067128,492,492,492
"488","Turquía","X2004",331.317277435869,172.682722564131,504,504,504
"489","Turquía","X2005",462.983541243882,111.016458756118,574,574,574
"490","Turquía","X2006",498.980537536907,119.019462463093,618,618,618
"491","Turquía","X2007",576.822218580399,133.177781419601,710,710,710
"492","Turquía","X2008",577.305643852998,167.694356147002,745,745,745
"493","Turquía","X2009",633.082774491679,170.917225508321,804,804,804
"494","Turquía","X2010",275.579205726526,520.162538997012,795.741744723538,795.741744723538,795.741744723538
"495","Turquía","X2011",222.90651463561,1094.71813074938,1317.62464538499,1317.62464538499,1317.62464538499
"496","Venezuela","X2001",22.3479430381045,48.6520569618955,71,71,71
"497","Venezuela","X2002",40.7142776625674,29.2857223374326,70,70,70
"498","Venezuela","X2003",18.2797723329823,76.7202276670177,95,95,95
"499","Venezuela","X2004",52.9311148972664,52.0688851027336,105,105,105
"500","Venezuela","X2005",84.1084490356774,37.8915509643226,122,122,122
"501","Venezuela","X2006",108.914294736356,38.0857052636438,147,147,147
"502","Venezuela","X2007",117.27772762845,45.7222723715499,163,163,163
"503","Venezuela","X2008",129.517360951261,58.4826390487387,188,188,188
"504","Venezuela","X2009",85.5610348138314,97.4389651861686,183,183,183
"505","Venezuela","X2010",483.177860197843,76.7141761954118,559.892036393255,559.892036393255,559.892036393255
"506","Venezuela","X2011",873.922991538047,148.963129752023,1022.88612129007,1022.88612129007,1022.88612129007
