"","Region","Año","MI-RF","RF","MIa","MIb","MIc"
"468","Suiza","X2006",-2650.84836776243,2651.84836776243,1,1,1
"469","Suiza","X2007",-3404.78961645363,3406.68961645363,1.9,1.9,1.9
"470","Suiza","X2008",-3877.97409535996,3879.77409535996,1.8,1.8,1.8
"471","Suiza","X2009",-3830.74962555262,3830.84962555262,0.1,0.1,0.1
"472","Suiza","X2010",-3796.30602628267,3796.40602628267,0.1,0.1,0.1
"473","Suiza","X2011",-3775.69373277533,3775.79373277533,0.1,0.1,0.1
"474","Tailandia","X2001",-6.4,8.9,2.5,2.5,2.5
"475","Tailandia","X2002",-5.4,7.4,2,2,2
"476","Tailandia","X2003",-6.2,7.5,1.3,1.3,1.3
"477","Tailandia","X2004",-13.3,14.3,1,1,1
"478","Tailandia","X2005",-14.9,16.8,1.9,1.9,1.9
"479","Tailandia","X2006",-42,46.4,4.4,4.4,4.4
"480","Tailandia","X2007",-51.2,54.1,2.9,2.9,2.9
"481","Tailandia","X2008",-98.3,100.8,2.5,2.5,2.5
"482","Tailandia","X2009",-144.2,145.2,1,1,1
"483","Tailandia","X2010",-152.1,153.1,1,1,1
"484","Tailandia","X2011",-79.7489933822027,82.0489933822027,2.3,2.3,2.3
"485","Turquía","X2001",11.2131534601642,63.4868465398358,74.7,74.7,74.7
"486","Turquía","X2002",-29.6043697525034,80.1043697525034,50.5,50.5,50.5
"487","Turquía","X2003",-261.916545067128,299.616545067128,37.7,37.7,37.7
"488","Turquía","X2004",-148.382722564131,172.682722564131,24.3,24.3,24.3
"489","Turquía","X2005",-90.616458756118,111.016458756118,20.4,20.4,20.4
"490","Turquía","X2006",-97.419462463093,119.019462463093,21.6,21.6,21.6
"491","Turquía","X2007",-110.577781419601,133.177781419601,22.6,22.6,22.6
"492","Turquía","X2008",-144.794356147002,167.694356147002,22.9,22.9,22.9
"493","Turquía","X2009",-153.317225508321,170.917225508321,17.6,17.6,17.6
"494","Turquía","X2010",-504.862538997012,520.162538997012,15.3,15.3,15.3
"495","Turquía","X2011",-1080.51813074938,1094.71813074938,14.2,14.2,14.2
"496","Venezuela","X2001",-33.1520569618955,48.6520569618955,15.5,15.5,15.5
"497","Venezuela","X2002",-0.285722337432599,29.2857223374326,29,29,29
"498","Venezuela","X2003",-59.5202276670177,76.7202276670177,17.2,17.2,17.2
"499","Venezuela","X2004",-39.4688851027336,52.0688851027336,12.6,12.6,12.6
"500","Venezuela","X2005",-26.2915509643226,37.8915509643226,11.6,11.6,11.6
"501","Venezuela","X2006",-27.7857052636438,38.0857052636438,10.3,10.3,10.3
"502","Venezuela","X2007",-35.0222723715499,45.7222723715499,10.7,10.7,10.7
"503","Venezuela","X2008",-42.2826390487387,58.4826390487387,16.2,16.2,16.2
"504","Venezuela","X2009",-81.0389651861686,97.4389651861686,16.4,16.4,16.4
"505","Venezuela","X2010",-61.9141761954118,76.7141761954118,14.8,14.8,14.8
"506","Venezuela","X2011",-134.363129752023,148.963129752023,14.6,14.6,14.6
