"","Region","Año","MI-RF","RF","MIa","MIb","MIc"
"1","Alemania","X2001",-3314.7,3324.7,10,10,10
"2","Alemania","X2002",-3865.2,3874.9,9.7,9.7,9.7
"3","Alemania","X2003",-4503.2,4508.2,5,5,5
"4","Alemania","X2004",-5526.9,5531.8,4.9,4.9,4.9
"5","Alemania","X2005",-7133.3,7137.6,4.3,4.3,4.3
"6","Alemania","X2006",-6954.9,6959.5,4.6,4.6,4.6
"7","Alemania","X2007",-8459.1,8464.1,5,5,5
"8","Alemania","X2008",-10860.6,10865.6,5,5,5
"9","Alemania","X2009",-18042.6,18047,4.4,4.4,4.4
"10","Alemania","X2010",-14898.1,14902,3.9,3.9,3.9
"11","Alemania","X2011",-14292.8,14296.7,3.9,3.9,3.9
"12","Argentina","X2001",-20.3,46.8,26.5,26.5,26.5
"13","Argentina","X2002",19.5,33.5,53,53,53
"14","Argentina","X2003",-32.4,51.5,19.1,19.1,19.1
"15","Argentina","X2004",-54.4,61.2,6.8,6.8,6.8
"16","Argentina","X2005",-44.9,51.1,6.2,6.2,6.2
"17","Argentina","X2006",-62.7,71.3,8.6,8.6,8.6
"18","Argentina","X2007",-95.1,106.2,11.1,11.1,11.1
"19","Argentina","X2008",-85.3,104.8,19.5,19.5,19.5
"20","Argentina","X2009",-86,101.7,15.7,15.7,15.7
"21","Argentina","X2010",-134.7,145.3,10.6,10.6,10.6
"22","Argentina","X2011",-175.9,190,14.1,14.1,14.1
"23","Australia","X2001",-307.4,316.1,8.7,8.7,8.7
"24","Australia","X2002",-315.6,323.8,8.2,8.2,8.2
"25","Australia","X2003",-421.6,430,8.4,8.4,8.4
"26","Australia","X2004",-507.7,516.6,8.9,8.9,8.9
"27","Australia","X2005",-543.3,552.4,9.1,9.1,9.1
"28","Australia","X2006",-611.8,621.2,9.4,9.4,9.4
"29","Australia","X2007",-682.8,691,8.2,8.2,8.2
"30","Australia","X2008",-694.4,703.3,8.9,8.9,8.9
"31","Australia","X2009",-1087.41208275628,1093.41208275628,6,6,6
"32","Australia","X2010",-1112.292461311,1119.592461311,7.3,7.3,7.3
"33","Australia","X2011",-1858.37338250304,1866.07338250304,7.7,7.7,7.7
"34","Austria","X2001",-132.2,137.7,5.5,5.5,5.5
"35","Austria","X2002",-237.9,242.8,4.9,4.9,4.9
"36","Austria","X2003",-342.5,346.8,4.3,4.3,4.3
"37","Austria","X2004",-368.3,372.2,3.9,3.9,3.9
"38","Austria","X2005",-387,390.7,3.7,3.7,3.7
"39","Austria","X2006",-537,541.2,4.2,4.2,4.2
"40","Austria","X2007",-737.2,742.3,5.1,5.1,5.1
"41","Austria","X2008",-898.9,904.5,5.6,5.6,5.6
"42","Austria","X2009",-747.7,750.8,3.1,3.1,3.1
"43","Austria","X2010",-674.1,676.7,2.6,2.6,2.6
"44","Austria","X2011",-776.9,779.9,3,3,3
"45","Bélgica","X2001",-1661.67988506813,1670.17988506813,8.5,8.5,8.5
"46","Bélgica","X2002",-641.2,648.9,7.7,7.7,7.7
"47","Bélgica","X2003",-878.4,883.3,4.9,4.9,4.9
"48","Bélgica","X2004",-1017.5,1021.9,4.4,4.4,4.4
"49","Bélgica","X2005",-1356.4,1360.4,4,4,4
"50","Bélgica","X2006",-1538.2,1542.3,4.1,4.1,4.1
"51","Bélgica","X2007",-1674.1,1678.9,4.8,4.8,4.8
"52","Bélgica","X2008",-1161.7,1166.9,5.2,5.2,5.2
"53","Bélgica","X2009",-2551.8,2556.4,4.6,4.6,4.6
"54","Bélgica","X2010",-2332.1,2336.3,4.2,4.2,4.2
"55","Bélgica","X2011",-2568.2,2572.1,3.9,3.9,3.9
"56","Bolivia","X2001",8.2,1.6,9.8,9.8,9.8
"57","Bolivia","X2002",7.8,1.8,9.6,9.6,9.6
"58","Bolivia","X2003",9.7,1.7,11.4,11.4,11.4
"59","Bolivia","X2004",5.6,1.8,7.4,7.4,7.4
"60","Bolivia","X2005",3,1.9,4.9,4.9,4.9
"61","Bolivia","X2006",2.2,1.8,4,4,4
"62","Bolivia","X2007",1.5,2,3.5,3.5,3.5
"63","Bolivia","X2008",2.4,2.3,4.7,4.7,4.7
"64","Bolivia","X2009",0.9,2.5,3.4,3.4,3.4
"65","Bolivia","X2010",-1.8,2.8,1,1,1
"66","Bolivia","X2011",-7.10038072521342,7.2,0.0996192747865816,0.298852455913675,-0.92294070343196
"67","Brasil","X2001",-54.5,112.1,57.6,57.6,57.6
"68","Brasil","X2002",-37.4,100.3,62.9,62.9,62.9
"69","Brasil","X2003",-41,108.1,67.1,67.1,67.1
"70","Brasil","X2004",-59.6,114.5,54.9,54.9,54.9
"71","Brasil","X2005",-46.3,101.7,55.4,55.4,55.4
"72","Brasil","X2006",-99.5,150.3,50.8,50.8,50.8
"73","Brasil","X2007",-275.7,319.4,43.7,43.7,43.7
"74","Brasil","X2008",-418.1,465.4,47.3,47.3,47.3
"75","Brasil","X2009",-389.2,433.8,44.6,44.6,44.6
"76","Brasil","X2010",-357.2,397.2,40,40,40
"77","Brasil","X2011",-546.9,590.8,43.9,43.9,43.9
"78","Canadá","X2001",-2406.4,2412.2,5.8,5.8,5.8
"79","Canadá","X2002",-2491.9,2496.1,4.2,4.2,4.2
"80","Canadá","X2003",-2805.1,2809.8,4.7,4.7,4.7
"81","Canadá","X2004",-3004.2,3008.2,4,4,4
"82","Canadá","X2005",-2760.6,2765,4.4,4.4,4.4
"83","Canadá","X2006",-3167.6,3173.4,5.8,5.8,5.8
"84","Canadá","X2007",-3498.8,3504.9,6.1,6.1,6.1
"85","Canadá","X2008",-3594.6,3599.3,4.7,4.7,4.7
"86","Canadá","X2009",-3417.8,3420.2,2.4,2.4,2.4
"87","Canadá","X2010",-3810.7,3813.3,2.6,2.6,2.6
"88","Canadá","X2011",-3943.4,3946.4,3,3,3
"89","Chile","X2001",-13,24.9,11.9,11.9,11.9
"90","Chile","X2002",-33.3,41.1,7.8,7.8,7.8
"91","Chile","X2003",-39.3,45.5,6.2,6.2,6.2
"92","Chile","X2004",-43.4,48.5,5.1,5.1,5.1
"93","Chile","X2005",-47.3,54,6.7,6.7,6.7
"94","Chile","X2006",-47.2,55.2,8,8,8
