"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1","Alemania",10267.86,6698.11,6179.78,7037.04,7250,8155.58,9726.03,10541.73,8472.22,7814.57,8344.92
"2","Argentina",869,-2195.81217037199,-4645.96990355749,-1636.68610215043,-698.695868187863,675.790815634341,-1924.38392327483,-5838.38195998655,-2755.06435296119,-2818.59208106491,-4538.54481039692
"3","Australia",4663.21,6471.2,4166.23,6373.56346805769,4443.09,4811.45520553885,5848.19,3050.92691878343,4377.89360967287,6172.48,7512.9
"4","Austria",1352.68,904.72,867.08,844.44,944.03,941.03,1202.74,1043.92,719.44,922.9,712.24
"5","Bélgica",1260.8,1186.79,1180.9,1639.05,1284.75,1318.15,1599.03,1643.51,1502.83,1643.48,1896.7
"6","Bolivia",158.31,25.6,25.8,17.7,-160.118556600604,-4108.81718701775,-2100.14978435793,180.04,268.22,261.35,-1565.92195228379
"7","Brasil",6525.42,5205.48,2922.08,4744.03,6380.96,5767.6,7775.46,14611.73,9536.1,8805.63,9949.89
"8","Canadá",5138.06,4154.14,3714.29,4384.62,4620.46,6084.66,7261.89,11246.49,6999.13,8155.34,9494.95
"9","Chile",827.72,562.26,349.16,1020.0068348823,-758.308310185294,1198.05,1393.18,1753.95,1387.43,1919.81,2406.06
"10","China",30835.87,25039.98,26782.49,26559.18,25601.48,27768.42,26439.99,33169.09,35469.77,34349.93,34488.7335448393
"11","Colombia",1530.25,3673.19241348534,7052.17098193737,1355.46543200284,-185.88962205777,4689.88340752491,1564.77796506011,2786.24752958427,1730.67,4733.12503682395,-1008.01515134592
"12","Corea del Sur",6371.93,9223.88,5169.31,5395.61,5674.92,6650.67,6840.63,6253.44,5101.38,5537.08,6923.09
"13","Costa Rica",233.06,249.11,266.97,169.1,-827.303420838395,144.29,305.32,304.88,-635.224092207594,546.824978694536,668.386419799049
"14","Dinamarca",1324.04,969.22,850.83,955.26,1146.24,1237.09,1679.19,1888.39,1554.37,1265.47,1216.06
"15","El Salvador",163.11,76.8,23.31,124.57,95,137.93,337.29,198.56,1193.25,62.7870515998837,154.52
"16","España",7313.39,5241.75,5103.37,5820.8,6893.53,7133.73,7928.79,7007.4,5425.76,5271.09,5258.38
"17","EUA",71974,61442,60522,62715,70760,79884,79717,80651,67262,70149,61227.5822766596
"18","Finlandia",811.61,730.19,-717.596107192753,546.874300077215,829.25958827136,557.21,597.81,639.39,805.56,834.44,931.85
"19","Francia",6405.36,5471.7,7312.22542770122,6783.95,7888.06,8801.76,8410.96,9559.3,8193.06,8621.19,9702.36
"20","Grecia",1514.29,1290.57,1266.29,1343.21,901.25,1010.04,1772.6,2007.32,1870.83,1417.22,1325.45
"21","Guatemala",-8296.37699231238,-1375.82123785401,-2850.16687425553,-6152.97548264101,-1675.55260559831,-5687.08755262205,-4174.48222067912,-5587.31703313661,-5682.78053597922,-7261.55852035365,-4570.61580954329
"22","Holanda",2633.04,4338.49840710582,3001.59849820196,-258.301401174215,319.205819606744,-1106.74915579962,2235.89,2892.83,2339.17,2481.72,2506.5344679947
"23","Hungría",750.46,686.25,486.02,450.83,466.51,412.57,488.75,943.5,951.29,676.22,492.987207764848
"24","India",3511.55,12880.6624529873,12840.0623158918,13083.4193341122,13448.6728276909,13201.2641662562,13111.1,13983.38,13613.03,13274.7,10609.7698172459
"25","Irlanda",2451.69113728235,1405.15344340146,288.76,1945.03304475767,2058.25462401665,971.210294334888,627.32,755.27,613.96,586.75,582.75
"26","Israel",442.76,1441.14,2495.17129256798,-106.049462233591,3704.14335068746,2047.92178377156,547.189910789893,3883.69685142933,-2320.22752622892,969.24,-814.781265602242
"27","Italia",7208.04,8935.85,8861.8,8745.68,10000,8578.7,9812.33,9793.56,8641.67,8145.7,8297.64
"28","Japón",24618.02,19257.46,20422.01,23198.6,18930.4,17542.44,20611.32,23549.16,25322.46,16935.91,14429.91
"29","Malasia",1180.26,1229.47,1159.74,1290.79,2103.07,2696.76286560153,1242.16,1343.82,1497.87,1733.8,1878.25335313495
"30","México",5750.86,3129.92,2584.24,3614.89,3474.53,3747.96,3272.96,3648.12,2890.6,5674.83,4984.1
"31","Nicaragua",6.43,40.61,36.56,250.509467920157,-3123.84366849143,2682.37073768312,2540.50127103999,2217.14697660308,-868.391979694408,3153.4713694321,901.386068849115
"32","Noruega",7196.8783707769,2588.85,8980.2661963928,8571.94929443116,10531.6473871137,6905.10718678372,9189.92667581288,10102.5773844964,9954.62832423404,5876.77217063422,8036.43113585333
"33","Panamá",9735.48379710701,7832.86402775137,8723.72760299265,10229.7021369801,10338.0510082169,9668.58532160954,9138.60536007328,11174.1910818933,10343.4428081696,7987.22863948764,4765.54843860501
"34","Perú",174.52,2707.69743088519,2017.51049441406,-2078.7107849723,387.29,437.93,1745.9661555936,880.06,909.66,847.09,1068.88
"35","Polonia",2682.58297355857,4057.78087770813,2766.87328837102,606.181845622867,1844.2,2444.77,655.063456610972,3059.99,2565.19,2391.4,2344.7
"36","Portugal",1228.61,946.52,645.48,837.74,915.88,1214.26,1801.2,1463.9,1464.49,1428.14,1228.7
"37","Reino Unido",15827.34,13432.84,8014.67405706071,13133.0292559676,10952.4713215715,12563.5004447692,12300.2316281385,10697.18,7995.33,5687.79,11360.6135163785
"38","Rep. Checa",1224.32,810.69,1507.44,474.93,573.36,627.15,795.96,871.53,763.05,783.85,815.89
"39","Rep. Dominicana",288.14,421.21,269.89,238.79,255.52,340.5,162.59,283.07,196.36,195.46,300.06
"40","Rusia",732.4,1012.38,3521.18083074725,1619.02814044807,4047.72080047357,7082.17057158042,12134.1,9421.69,4659.52,6324.63,8835.93
"41","Sudáfrica",1393.73,712.05,871.16,-1472.87699459824,-2154.4533384706,-990.251212497822,1971.37,1963.08,1728.35,1818.06,785.621802482243
"42","Suecia",1481.7,3166.26747310758,1451.92,1577.14,1181.85,1381.84,1582.83,1470.03,1189.05,974.2,1983.60246421634
"43","Suiza",1642.68,1653.21,1580,1661.29,1630.29,5173.02,2301.25,2103.81,2106.8,2067.29,2659.08
"44","Tailandia",1295.3,1513.04,400.88,508.23,656.91,769.13,963.87,812.161843828416,678.79,735.45,2212.58398716778
"45","Turquía",361.31,198.21,229.84,1015.24,1385.51,1750.9,1901.89,2888.83,4117.83,2502.2,3343.68
"46","Venezuela",1067.98,749.11,232.81,503.98,1395.77,1170.99,1684.12,1418.02,1579.87,1466.85,1062.36
