"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1","Alemania",4.6,4.6,4.5,4.5,4.4,4.4,4.5,4.6,4.5,4.3,4.64068129745632
"2","Argentina",2.03992363348471,5.5,5.3,5.2,7.3008218705815,4.72071538045659,6.08129387848034,4.98826307755217,4.14177165357159,6.58026768690855,6.51111876106792
"3","Australia",7.3,7.3,7.4,7.4,7.3,7.6,7.7,7.7,7.3,7.3,12.0914676556593
"4","Austria",2.3,2.3,2.3,2.1,2.2,2.1,2.4,2.3,2.3,2.3,5.23535270260187
"5","Bélgica",3,3,2.9,2.8,2.5,2.6,2.7,2.9,2.6,2.5,18.3010768879314
"6","Bolivia",6.03659201419416,7.1,7.6,7.1,6.8,6.6,7.7,-0.496009834329248,5.31993217159624,16.5626364677431,4.58915938327243
"7","Brasil",8.6,8.4,6.1,6.5,6,5.6,5.7,5.7,6.1,6,1.68188459810506
"8","Canadá",6.2,6.4,6.3,6.5,6.3,6.7,7.1,7.3,7.3,7.6,8.11242856884814
"9","Chile",18.1,17.4,17.1,18.5,18.8,19.7,18.7,18,14.3,14.7,4.11037136409289
"10","China",4.44151981856957,20.3,20.3,18.6,15.3,17.9,11.6,16.1,10.9307477155077,1.41667795614401,1.42664885757296
"11","Colombia",16.9,19.4,16.2,15.6,12.5,13.6,12.8,18.4,19.8,19.8,4.38473914436621
"12","Corea del Sur",14.5,14.6,13,13.1,13.3,12.9,13.1,13.6,13.4,13.7,4.31821605953657
"13","Costa Rica",0,0,0,0,0,0,0,0,0,0,0
"14","Dinamarca",4.6,4.5,4.3,4.2,4.1,4.4,3.7,3.8,3.3,3.4,6.98734581260596
"15","El Salvador",7.12859355624979,8,7.2,6,5.6,5.1,5.7,5.1,4.7,5,4.53109830013256
"16","España",3.8,4.3,4.3,4.2,4.2,4.7,4.6,4.4,3.8,3.4,4.78582453172474
"17","EUA",15.6,16.5,17.9,18.9,18.9,18.8,18.6,18.8,18,17.9,18.3
"18","Finlandia",3.4,3.4,3.8,3.9,3.8,3.8,3.6,3.8,3.7,3.6,4.27908044674588
"19","Francia",5.5,5.4,5.5,5.6,5.4,5.3,5.3,5.2,5.3,4.6,2.97335791963199
"20","Grecia",7.7,7.5,6.2,6.4,6.9,6.8,6.2,6.5,6.3,4.9,5.12433007545405
"21","Guatemala",8,6,5.7,3.8,3,3.3,3.2,3.6,3.1,3.2,18.8019059239425
"22","Holanda",3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.5,3.3,3.2,-0.141153260208352
"23","Hungría",4.3,3.7,3.9,3.5,3.4,2.8,3,2.7,2.5,2.4,5.62860942235083
"24","India",19.1,17.9,17.5,19,18.5,16.8,15.6,15.1,17.5,17.9,-0.265496792365143
"25","Irlanda",2.5,2.2,2,2,1.8,1.7,1.6,1.6,1.4,1,14.4688561328459
"26","Israel",17,19,19.5,18.6,17.6,18.4,17.6,17,16.8,15.9,4.40206710301476
"27","Italia",4.9,5.1,5.1,5.1,4.8,4.5,4.3,4.5,4.1,4.1,4.52182792288508
"28","Japón",5.1997523562613,6.23467082810226,3.70014828973058,17.8574859927686,6,6.1,6.3,5.9,5.3,5.5,2.50233055978665
"29","Malasia",11.1,12.6,14.8,12,12.3,11.3,11.3,9.8,9,8.3,3.22262213634418
"30","México",2.65070124524023,6.60687583193327,6.13100818605273,3.65954070032487,6.19514392605345,4.83094848545918,4.6553678109176,19.496278565861,4.42364725339258,12.7162864249434,5.19702777894086
"31","Nicaragua",3.7,5.5,5,4.4,4.5,4.1,4.1,3.4,3.6,3.4,2.31846070609049
"32","Noruega",5.2,5.6,5.3,5.3,4.9,4.7,4.8,4.6,4.5,4.3,2.08584253556604
"33","Panamá",0.274500630209696,2.49904879056698,4.21600787645513,9.566003439612,4.65929774602045,14.944107224272,4.19638186622196,6.98933400294214,20.3799134097671,5.77403121472951,5.29672253157943
"34","Perú",9.6,8.8,8.5,8.6,8.5,8.1,6.9,6.5,7.7,7.6,7.5702727067545
"35","Polonia",5.4,5.4,4.9,5.1,5.3,5.4,5.9,4.9,5.1,5.2,8.17003466046034
"36","Portugal",5.1,5.2,4.9,5,5.1,5.1,4.8,4.7,4.6,4.7,3.441917066154
"37","Reino Unido",6.6,6.5,6.5,6.3,5.9,5.9,5.9,5.8,5.8,5.6,4.56173929827434
"38","Rep. Checa",5.4,5.3,5.5,5.3,5.4,4.8,4.6,4,3.8,3.5,5.28568698838529
"39","Rep. Dominicana",6.11789186066011,3.67944131351543,5.75596525025734,5.2,5.6,5,4.6,4.5,4.4,8.08350774143298,13.1124967916151
"40","Rusia",4.5148936156061,19.3,18.7,17.9,18.7,18.4,15,16.3,14,14.1,3.21061544067547
"41","Sudáfrica",5.6,5.8,5.6,5,5.1,4.7,4.4,4.2,4.2,3.9,5.57944811318896
"42","Suecia",5.2,4.9,4.8,4.5,4.3,4.2,4.4,4,3.7,3.9,5.40444654713807
"43","Suiza",5.8,5.4,5.1,5,4.9,4.7,4.7,4.8,4.4119623772622,4.72658158987672,14.65569588615
"44","Tailandia",3.38524358049958,4.12699821248256,8.5,6.9,6.7,6.7,7.7,8.6,9.4,8.2,4.04111972692526
"45","Turquía",16.9984166339974,18.6102757170879,17.3783782344211,6.9279635597016,6.00959440171564,11.5,9.4,10.1,9.6,9.5,2.25920001253959
"46","Venezuela",6.5,4.9,4.7,5.2,5.6,6.81343922573669,2.47560129293789,6.6991763192719,4.13489077021653,4.79118257155595,4.50500023900726
