"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1","Alemania",4.6,4.6,4.5,4.5,4.4,4.4,4.5,4.6,4.5,4.3,19.1195019621053
"2","Argentina",6.28961838910098,5.5,5.3,5.2,4.78450543068245,2.52322545263593,8.47730893928427,4.57556719754305,4.80789414314472,3.35193148752194,3.67965298250358
"3","Australia",7.3,7.3,7.4,7.4,7.3,7.6,7.7,7.7,7.3,7.3,17.8961658914218
"4","Austria",2.3,2.3,2.3,2.1,2.2,2.1,2.4,2.3,2.3,2.3,2.34455893179449
"5","Bélgica",3,3,2.9,2.8,2.5,2.6,2.7,2.9,2.6,2.5,13.3031270764914
"6","Bolivia",3.34912914575431,7.1,7.6,7.1,6.8,6.6,7.7,5.57782116138108,3.85127445876389,20.0213435816685,5.81663584126294
"7","Brasil",8.6,8.4,6.1,6.5,6,5.6,5.7,5.7,6.1,6,17.1593691581115
"8","Canadá",6.2,6.4,6.3,6.5,6.3,6.7,7.1,7.3,7.3,7.6,12.958412303676
"9","Chile",18.1,17.4,17.1,18.5,18.8,19.7,18.7,18,14.3,14.7,5.65222009162371
"10","China",10.5555782817208,20.3,20.3,18.6,15.3,17.9,11.6,16.1,8.88419075795571,7.83143522027544,7.7158721956273
"11","Colombia",16.9,19.4,16.2,15.6,12.5,13.6,12.8,18.4,19.8,19.8,7.87618792821135
"12","Corea del Sur",14.5,14.6,13,13.1,13.3,12.9,13.1,13.6,13.4,13.7,3.80639963299949
"13","Costa Rica",0,0,0,0,0,0,0,0,0,0,0
"14","Dinamarca",4.6,4.5,4.3,4.2,4.1,4.4,3.7,3.8,3.3,3.4,16.4171907719485
"15","El Salvador",4.45898663580284,8,7.2,6,5.6,5.1,5.7,5.1,4.7,5,12.4903041140673
"16","España",3.8,4.3,4.3,4.2,4.2,4.7,4.6,4.4,3.8,3.4,0.23768331968728
"17","EUA",15.6,16.5,17.9,18.9,18.9,18.8,18.6,18.8,18,17.9,18.3
"18","Finlandia",3.4,3.4,3.8,3.9,3.8,3.8,3.6,3.8,3.7,3.6,11.4424253142339
"19","Francia",5.5,5.4,5.5,5.6,5.4,5.3,5.3,5.2,5.3,4.6,8.37303505317543
"20","Grecia",7.7,7.5,6.2,6.4,6.9,6.8,6.2,6.5,6.3,4.9,6.52195050404873
"21","Guatemala",8,6,5.7,3.8,3,3.3,3.2,3.6,3.1,3.2,6.3614595339284
"22","Holanda",3.9,3.8,3.8,3.8,3.8,3.7,3.7,3.5,3.3,3.2,4.57050161876582
"23","Hungría",4.3,3.7,3.9,3.5,3.4,2.8,3,2.7,2.5,2.4,16.9045619271023
"24","India",19.1,17.9,17.5,19,18.5,16.8,15.6,15.1,17.5,17.9,9.43194775026167
"25","Irlanda",2.5,2.2,2,2,1.8,1.7,1.6,1.6,1.4,1,5.59406031481168
"26","Israel",17,19,19.5,18.6,17.6,18.4,17.6,17,16.8,15.9,12.8338819378531
"27","Italia",4.9,5.1,5.1,5.1,4.8,4.5,4.3,4.5,4.1,4.1,12.234313303442
"28","Japón",6.25086617464009,4.42998656194526,5.479448312603,4.12307772578408,6,6.1,6.3,5.9,5.3,5.5,6.57608062898024
"29","Malasia",11.1,12.6,14.8,12,12.3,11.3,11.3,9.8,9,8.3,4.58275858907994
"30","México",19.496858783375,8.70515207356362,4.93574219222832,4.77358907817754,19.2855252254236,6.74231532570632,7.78956501242176,6.34803485896075,5.24053015367338,5.24205710752805,10.9497057506414
"31","Nicaragua",3.7,5.5,5,4.4,4.5,4.1,4.1,3.4,3.6,3.4,4.11247167015037
"32","Noruega",5.2,5.6,5.3,5.3,4.9,4.7,4.8,4.6,4.5,4.3,4.47427902555129
"33","Panamá",7.73002076242339,3.76866492471542,3.89398917432957,3.67694785171386,18.2449183838903,17.9841627436231,3.81497316807526,17.0460554571709,6.90483410762279,2.80180058570895,12.8520460520192
"34","Perú",9.6,8.8,8.5,8.6,8.5,8.1,6.9,6.5,7.7,7.6,4.4182492074159
"35","Polonia",5.4,5.4,4.9,5.1,5.3,5.4,5.9,4.9,5.1,5.2,5.63777823320498
"36","Portugal",5.1,5.2,4.9,5,5.1,5.1,4.8,4.7,4.6,4.7,6.78812920252048
"37","Reino Unido",6.6,6.5,6.5,6.3,5.9,5.9,5.9,5.8,5.8,5.6,18.8404774432567
"38","Rep. Checa",5.4,5.3,5.5,5.3,5.4,4.8,4.6,4,3.8,3.5,0.869594667176215
"39","Rep. Dominicana",5.79158962026012,4.7920545981274,18.7817503585544,5.2,5.6,5,4.6,4.5,4.4,7.46241617739717,6.03767204277795
"40","Rusia",2.27350839781114,19.3,18.7,17.9,18.7,18.4,15,16.3,14,14.1,12.7430053964634
"41","Sudáfrica",5.6,5.8,5.6,5,5.1,4.7,4.4,4.2,4.2,3.9,3.55774889688774
"42","Suecia",5.2,4.9,4.8,4.5,4.3,4.2,4.4,4,3.7,3.9,0.643427784896884
"43","Suiza",5.8,5.4,5.1,5,4.9,4.7,4.7,4.8,6.10844078807649,4.81925933085024,4.16443603042789
"44","Tailandia",2.8822282317189,17.3776461109446,8.5,6.9,6.7,6.7,7.7,8.6,9.4,8.2,7.30997340817354
"45","Turquía",5.83206711291407,6.30556371419148,6.8008242879426,3.85797257825076,5.42263598560336,11.5,9.4,10.1,9.6,9.5,3.853533017859
"46","Venezuela",6.5,4.9,4.7,5.2,5.6,5.58602610359958,4.9154019844379,5.16941182128782,18.4091442764415,4.68116598311137,5.40926226110128
