"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"1","Alemania",2.46,2.49,2.52,2.49,2.49,2.53,2.53,2.68,2.82,2.1,2.50079477149007
"2","Argentina",0.42,0.39,0.41,0.44,0.46,0.49,0.51,0.52,0.94,0.803063240883573,0.708847170909151
"3","Australia",2.18,1.74,2.15,1.85,2.12,2.18,2.16,2.35,2.69,2.52,2.71870192596257
"4","Austria",2.07,2.14,2.26,2.26,2.45,2.46,2.52,2.67,2.75,2.75,2.53494889448362
"5","Bélgica",2.07,1.94,1.88,1.86,1.83,1.86,1.9,1.96,1.96,1.88514417602939,2.69340239782547
"6","Bolivia",0.29,0.28,0.285968245891648,0.434600158851491,0.256610485999854,0.33,0.470768286063313,0.786114084962248,0.560559575736351,0.783600643066542,0.586326561946372
"7","Brasil",1.04,0.98,0.96,0.9,0.97,1,1.07,1.08,1.2884000049646,1.20802665211613,1.31520018106162
"8","Canadá",2.09,2.04,2.04,2.07,2.05,1.97,1.91,1.84,1.95,2.42,2.22554206011015
"9","Chile",0.53,0.68,0.67,0.68,0.16,0.58,0.33,0.39,0.86286229708838,0.616983492798525,0.670553691526922
"10","China",0.95,1.07,1.13,1.23,1.32,1.39,1.4,1.47,1.12749595010899,1.4658143259414,1.15597074989229
"11","Colombia",0.12,0.12,0.15,0.15,0.16,0.16,0.16,0.15,0.16,0.271609033741691,0.297334617632561
"12","Corea del Sur",2.47,2.4,2.49,2.68,2.79,3.01,3.21,3.36,3.02228209609124,2.93228235552375,2.72662025596455
"13","Costa Rica",0.21,0.26,0.36,0.37,0.21,0.43,0.36,0.4,0.324276941216669,0.592001755577583,0.91574642890167
"14","Dinamarca",2.39,2.51,2.58,2.48,2.46,2.48,2.58,2.87,3.02,2.98,2.46461973732777
"15","El Salvador",-0.0527738938380644,-0.107476059288311,0.0100419790402848,0.0549241778079798,0.0879299330398007,0.147159406765749,0.09,0.11,-0.157351463513549,0.497363205325556,-0.0573500237047532
"16","España",0.91,0.99,1.05,1.06,1.12,1.2,1.27,1.35,1.38,1.40463458757275,1.9050747336017
"17","EUA",2.72,2.62,2.61,2.54,2.57,2.61,2.67,2.79,2.27,1.73888522894377,2.10588383140306
"18","Finlandia",3.32,3.37,3.44,3.45,3.48,3.48,3.47,3.72,3.96,3.84,3.68386371088445
